src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
172.18.0.2,172.18.0.3,38506,80,6,2026-06-04 00:36:15,322.0,3285714.2857142854,31055.90062111801,18633.540372670806,12422.360248447205,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,35.77777777777778,90.0,1.0,31.77622373822491,322.0,134.0,16.0,64.4,42.4009433857314,302.0,172.0,40.0,100.66666666666667,54.41405047309829,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,38514,80,6,2026-06-04 00:36:16,349.0,3031518.6246418334,28653.295128939826,17191.977077363896,11461.31805157593,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,38.77777777777778,90.0,7.0,30.073161817946495,349.0,114.0,26.0,69.8,33.180717291824784,321.0,159.0,58.0,107.0,41.28760911782937,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,38524,80,6,2026-06-04 00:36:17,270.0,3918518.5185185187,37037.03703703704,22222.222222222223,14814.814814814814,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,30.0,72.0,7.0,24.023136995636335,270.0,72.0,15.0,54.0,22.081666603768838,250.0,122.0,44.0,83.33333333333333,31.846855766656496,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,38540,80,6,2026-06-04 00:36:18,418.0,2531100.478468899,23923.444976076553,14354.066985645932,9569.377990430621,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,46.44444444444444,112.0,11.0,36.848371322703024,418.0,118.0,26.0,83.6,37.425125250291416,394.0,190.0,52.0,131.33333333333334,58.20271089524572,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,58870,80,6,2026-06-04 00:36:19,306.0,3457516.339869281,32679.7385620915,19607.843137254902,13071.8954248366,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,34.0,92.0,9.0,27.792884780901108,306.0,92.0,23.0,61.2,24.06158764504121,283.0,129.0,37.0,94.33333333333333,40.83571421630281,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,58882,80,6,2026-06-04 00:36:20,311.0,3401929.2604501606,32154.34083601286,19292.604501607715,12861.736334405145,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,34.55555555555556,109.0,1.0,32.080146546877494,311.0,109.0,21.0,62.2,32.208073522022396,285.0,182.0,44.0,95.0,61.82232606429493,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,58886,80,6,2026-06-04 00:36:21,241.0,4390041.493775934,41493.775933609955,24896.265560165975,16597.510373443984,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,26.77777777777778,73.0,2.0,25.209247764253224,241.0,91.0,17.0,48.2,28.582512135919753,225.0,115.0,40.0,75.0,30.822070014844883,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,58888,80,6,2026-06-04 00:36:22,284.0,3725352.112676056,35211.2676056338,21126.76056338028,14084.507042253521,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,31.555555555555557,85.0,2.0,25.07814945818199,284.0,126.0,18.0,56.8,37.60531877274809,258.0,133.0,40.0,86.0,37.97367509209505,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,58892,80,6,2026-06-04 00:36:23,222.0,4765765.765765766,45045.045045045044,27027.027027027027,18018.018018018018,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,24.666666666666668,58.0,2.0,19.333333333333332,222.0,77.0,15.0,44.4,20.84802148886076,202.0,102.0,42.0,67.33333333333333,25.368396787253932,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,58902,80,6,2026-06-04 00:36:24,248.0,4266129.0322580645,40322.58064516129,24193.548387096773,16129.032258064515,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,27.555555555555557,56.0,2.0,19.050290817909147,248.0,112.0,17.0,49.6,35.046255149444995,221.0,128.0,39.0,73.66666666666667,38.90444133457716,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,58904,80,6,2026-06-04 00:36:25,263.0,4022813.688212928,38022.813688212926,22813.68821292776,15209.125475285171,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,29.22222222222222,60.0,6.0,21.196319270507413,263.0,79.0,14.0,52.6,21.312906887611554,243.0,114.0,51.0,81.0,25.80697580112788,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,58908,80,6,2026-06-04 00:36:26,350.0,3022857.1428571427,28571.428571428572,17142.85714285714,11428.57142857143,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,38.888888888888886,110.0,5.0,30.913659132940808,350.0,110.0,27.0,70.0,27.488179277645873,319.0,193.0,48.0,106.33333333333333,62.49444419750892,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,58922,80,6,2026-06-04 00:36:27,223.0,4744394.618834081,44843.04932735426,26905.829596412557,17937.219730941702,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,24.77777777777778,66.0,2.0,20.78876714733639,223.0,69.0,16.0,44.6,20.72293415518179,208.0,121.0,38.0,69.33333333333333,36.80881536926839,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,58926,80,6,2026-06-04 00:36:28,226.0,4681415.92920354,44247.78761061947,26548.672566371682,17699.11504424779,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,25.11111111111111,67.0,2.0,21.37207131044545,226.0,77.0,17.0,45.2,22.92945703674642,208.0,113.0,39.0,69.33333333333333,31.647362537114457,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
